year_month,state_final,district_norm,demo_age_5_17,demo_age_17_,total_demographic_updates
2025-10,maharashtra,mumbai suburban,1545,13600,15145
2025-10,maharashtra,mumbai( sub urban ),9,440,449
2025-10,maharashtra,nagpur,1314,18575,19889
2025-10,maharashtra,nanded,969,42909,43878
2025-10,maharashtra,nandurbar,254,7015,7269
2025-10,maharashtra,nandurbar *,0,162,162
2025-10,maharashtra,nashik,1381,29033,30414
2025-10,maharashtra,osmanabad,311,17052,17363
2025-10,maharashtra,palghar,839,13469,14308
2025-10,maharashtra,parbhani,592,26094,26686
2025-10,maharashtra,pune,2613,41971,44584
2025-10,maharashtra,raigad,268,2999,3267
2025-10,maharashtra,raigarh,468,13762,14230
2025-10,maharashtra,raigarh(mh),3,217,220
2025-10,maharashtra,ratnagiri,436,7530,7966
2025-10,maharashtra,sangli,485,9803,10288
2025-10,maharashtra,satara,574,13696,14270
2025-10,maharashtra,sindhudurg,192,5134,5326
2025-10,maharashtra,solapur,859,38032,38891
2025-10,maharashtra,thane,2690,42563,45253
2025-10,maharashtra,wardha,196,3443,3639
2025-10,maharashtra,washim,155,6441,6596
2025-10,maharashtra,washim *,1,121,122
2025-10,maharashtra,yavatmal,592,24382,24974
2025-10,manipur,bishnupur,1318,12839,14157
2025-10,manipur,chandel,227,1857,2084
2025-10,manipur,churachandpur,305,3389,3694
2025-10,manipur,imphal east,1277,7925,9202
2025-10,manipur,imphal west,656,4464,5120
2025-10,manipur,jiribam,110,536,646
2025-10,manipur,kakching,157,627,784
2025-10,manipur,pherzawl,0,61,61
2025-10,manipur,senapati,969,4007,4976
2025-10,manipur,tamenglong,398,1613,2011
2025-10,manipur,thoubal,1139,8492,9631
2025-10,manipur,ukhrul,169,1474,1643
2025-10,meghalaya,east garo hills,34,606,640
2025-10,meghalaya,east jaintia hills,39,305,344
2025-10,meghalaya,east khasi hills,279,2306,2585
2025-10,meghalaya,eastern west khasi hills,4,46,50
2025-10,meghalaya,jaintia hills,0,7,7
2025-10,meghalaya,north garo hills,20,442,462
2025-10,meghalaya,ri bhoi,136,907,1043
2025-10,meghalaya,south garo hills,30,446,476
2025-10,meghalaya,south west garo hills,110,764,874
2025-10,meghalaya,south west khasi hills,42,251,293
2025-10,meghalaya,west garo hills,205,2016,2221
2025-10,meghalaya,west jaintia hills,63,566,629
2025-10,meghalaya,west khasi hills,180,1091,1271
2025-10,mizoram,aizawl,259,1443,1702
2025-10,mizoram,champhai,86,451,537
2025-10,mizoram,hnahthial,1,2,3
2025-10,mizoram,khawzawl,3,4,7
2025-10,mizoram,kolasib,83,337,420
2025-10,mizoram,lawngtlai,49,272,321
2025-10,mizoram,lunglei,117,470,587
2025-10,mizoram,mamit,46,189,235
2025-10,mizoram,mammit,11,125,136
2025-10,mizoram,saiha,50,300,350
2025-10,mizoram,saitual,1,24,25
2025-10,mizoram,serchhip,33,101,134
2025-10,nagaland,chumukedima,68,351,419
2025-10,nagaland,dimapur,145,1059,1204
2025-10,nagaland,kiphire,105,222,327
2025-10,nagaland,kohima,96,580,676
2025-10,nagaland,longleng,75,154,229
2025-10,nagaland,meluri,0,6,6
2025-10,nagaland,mokokchung,55,346,401
2025-10,nagaland,mon,324,647,971
2025-10,nagaland,niuland,14,34,48
2025-10,nagaland,noklak,14,89,103
2025-10,nagaland,peren,186,198,384
2025-10,nagaland,phek,75,216,291
2025-10,nagaland,shamator,12,68,80
2025-10,nagaland,tseminyu,3,16,19
2025-10,nagaland,tuensang,108,668,776
2025-10,nagaland,wokha,17,137,154
2025-10,nagaland,zunheboto,26,275,301
2025-10,odisha,angul,828,3097,3925
2025-10,odisha,anugal,0,1,1
2025-10,odisha,anugul,17,265,282
2025-10,odisha,balangir,916,4836,5752
2025-10,odisha,baleshwar,178,2125,2303
2025-10,odisha,baleswar,1198,3832,5030
2025-10,odisha,bargarh,916,4711,5627
2025-10,odisha,baudh,13,253,266
2025-10,odisha,bhadrak,1029,4007,5036
2025-10,odisha,boudh,381,1355,1736
2025-10,odisha,cuttack,740,4374,5114
2025-10,odisha,debagarh,211,940,1151
2025-10,odisha,dhenkanal,776,3218,3994
2025-10,odisha,gajapati,632,2085,2717
2025-10,odisha,ganjam,1647,9393,11040
2025-10,odisha,jagatsinghapur,387,1229,1616
2025-10,odisha,jagatsinghpur,46,934,980
2025-10,odisha,jajapur,537,2762,3299
2025-10,odisha,jajpur,297,1581,1878
2025-10,odisha,jharsuguda,274,1644,1918
2025-10,odisha,kalahandi,811,5318,6129
2025-10,odisha,kandhamal,975,3012,3987
2025-10,odisha,kendrapara,782,3794,4576
2025-10,odisha,kendujhar,926,4821,5747
2025-10,odisha,khorda,672,3482,4154
2025-10,odisha,khordha,59,1342,1401
2025-10,odisha,koraput,809,4634,5443
2025-10,odisha,malkangiri,850,2282,3132
2025-10,odisha,mayurbhanj,1620,7244,8864
2025-10,odisha,nabarangapur,878,4338,5216
2025-10,odisha,nayagarh,485,2426,2911
2025-10,odisha,nuapada,633,2346,2979
2025-10,odisha,puri,545,3757,4302
2025-10,odisha,rayagada,764,3497,4261
2025-10,odisha,sambalpur,673,3357,4030
2025-10,odisha,sonapur,471,1404,1875
2025-10,odisha,subarnapur,38,479,517
2025-10,odisha,sundargarh,90,1282,1372
2025-10,odisha,sundergarh,823,3662,4485
2025-10,puducherry,karaikal,145,561,706
2025-10,puducherry,pondicherry,116,942,1058
2025-10,puducherry,puducherry,425,2024,2449
2025-10,puducherry,yanam,0,35,35
2025-10,punjab,amritsar,447,7919,8366
2025-10,punjab,barnala,73,2000,2073
2025-10,punjab,bathinda,221,5088,5309
2025-10,punjab,faridkot,76,1542,1618
2025-10,punjab,fatehgarh sahib,105,1460,1565
2025-10,punjab,fazilka,135,2558,2693
2025-10,punjab,ferozepur,149,2648,2797
2025-10,punjab,firozpur,28,1327,1355
2025-10,punjab,gurdaspur,290,6731,7021
2025-10,punjab,hoshiarpur,267,4265,4532
2025-10,punjab,jalandhar,280,6411,6691
2025-10,punjab,kapurthala,108,2440,2548
2025-10,punjab,ludhiana,530,11222,11752
2025-10,punjab,malerkotla,64,960,1024
2025-10,punjab,mansa,74,3309,3383
2025-10,punjab,moga,108,2867,2975
2025-10,punjab,muktsar,20,618,638
2025-10,punjab,nawanshahr,8,696,704
2025-10,punjab,pathankot,112,1233,1345
2025-10,punjab,patiala,259,5562,5821
2025-10,punjab,rupnagar,90,1464,1554
2025-10,punjab,s.a.s nagar(mohali),3,427,430
2025-10,punjab,sangrur,152,4483,4635
2025-10,punjab,sas nagar (mohali),336,4174,4510
2025-10,punjab,shaheed bhagat singh nagar,77,850,927
2025-10,punjab,sri muktsar sahib,167,2334,2501
2025-10,punjab,tarn taran,120,3292,3412
2025-10,rajasthan,ajmer,818,6067,6885
2025-10,rajasthan,alwar,1246,9621,10867
2025-10,rajasthan,banswara,442,6499,6941
2025-10,rajasthan,baran,302,2836,3138
2025-10,rajasthan,barmer,591,4322,4913
2025-10,rajasthan,bharatpur,750,6265,7015
2025-10,rajasthan,bhilwara,609,5106,5715
2025-10,rajasthan,bikaner,495,4757,5252
2025-10,rajasthan,bundi,296,2062,2358
2025-10,rajasthan,chittaurgarh,17,305,322
2025-10,rajasthan,chittorgarh,418,3354,3772
2025-10,rajasthan,churu,422,3821,4243
2025-10,rajasthan,dausa,508,3204,3712
2025-10,rajasthan,deeg,12,137,149
2025-10,rajasthan,dhaulpur,2,59,61
2025-10,rajasthan,dholpur,592,3868,4460
2025-10,rajasthan,dungarpur,360,4558,4918
2025-10,rajasthan,ganganagar,313,3783,4096
2025-10,rajasthan,hanumangarh,277,3292,3569
2025-10,rajasthan,jaipur,1645,14310,15955
2025-10,rajasthan,jaisalmer,133,1355,1488
2025-10,rajasthan,jalor,331,3814,4145
2025-10,rajasthan,jalore,2,44,46
2025-10,rajasthan,jhalawar,416,3223,3639
2025-10,rajasthan,jhunjhunu,21,320,341
2025-10,rajasthan,jhunjhunun,550,4416,4966
2025-10,rajasthan,jodhpur,718,6479,7197
2025-10,rajasthan,karauli,593,3534,4127
2025-10,rajasthan,kota,437,3972,4409
2025-10,rajasthan,nagaur,681,5113,5794
2025-10,rajasthan,pali,353,3347,3700
2025-10,rajasthan,pratapgarh,162,2272,2434
2025-10,rajasthan,rajsamand,297,3044,3341
2025-10,rajasthan,salumbar,2,14,16
2025-10,rajasthan,sawai madhopur,306,2686,2992
2025-10,rajasthan,sikar,603,5162,5765
2025-10,rajasthan,sirohi,226,2368,2594
2025-10,rajasthan,tonk,331,2857,3188
2025-10,rajasthan,udaipur,687,7475,8162
2025-10,sikkim,east,61,472,533
2025-10,sikkim,east sikkim,33,239,272
2025-10,sikkim,mangan,0,13,13
2025-10,sikkim,namchi,2,27,29
2025-10,sikkim,north,9,31,40
2025-10,sikkim,north sikkim,20,43,63
2025-10,sikkim,south,18,323,341
2025-10,sikkim,south sikkim,19,116,135
2025-10,sikkim,west,21,226,247
2025-10,sikkim,west sikkim,28,156,184
2025-10,tamil nadu,ariyalur,571,1936,2507
2025-10,tamil nadu,chengalpattu,315,2727,3042
2025-10,tamil nadu,chennai,2780,12975,15755
2025-10,tamil nadu,coimbatore,1685,11410,13095
2025-10,tamil nadu,cuddalore,1485,7404,8889
2025-10,tamil nadu,dharmapuri,1134,3664,4798
2025-10,tamil nadu,dindigul,1317,5192,6509
2025-10,tamil nadu,erode,1202,6447,7649
2025-10,tamil nadu,kallakurichi,212,1168,1380
2025-10,tamil nadu,kancheepuram,2652,9827,12479
2025-10,tamil nadu,kanniyakumari,1171,3482,4653
2025-10,tamil nadu,kanyakumari,579,1861,2440
2025-10,tamil nadu,karur,416,2427,2843
2025-10,tamil nadu,krishnagiri,1185,4547,5732
2025-10,tamil nadu,madurai,2166,7947,10113
2025-10,tamil nadu,mayiladuthurai,44,393,437
2025-10,tamil nadu,nagapattinam,566,5166,5732
2025-10,tamil nadu,namakkal,1675,4240,5915
2025-10,tamil nadu,perambalur,486,1337,1823
2025-10,tamil nadu,pudukkottai,982,5353,6335
2025-10,tamil nadu,ramanathapuram,907,3645,4552
2025-10,tamil nadu,ranipet,37,151,188
2025-10,tamil nadu,salem,2149,10137,12286
2025-10,tamil nadu,sivaganga,722,3167,3889
2025-10,tamil nadu,tenkasi,253,939,1192
2025-10,tamil nadu,thanjavur,1598,6672,8270
2025-10,tamil nadu,the nilgiris,352,1712,2064
2025-10,tamil nadu,theni,798,3714,4512
2025-10,tamil nadu,thiruvallur,18,281,299
2025-10,tamil nadu,thiruvarur,707,4600,5307
2025-10,tamil nadu,thoothukkudi,1139,4515,5654
2025-10,tamil nadu,tiruchirappalli,1703,6623,8326
2025-10,tamil nadu,tirunelveli,2444,7544,9988
2025-10,tamil nadu,tirupathur,3,14,17
2025-10,tamil nadu,tirupattur,134,774,908
2025-10,tamil nadu,tiruppur,1733,7571,9304
2025-10,tamil nadu,tiruvallur,2341,10936,13277
2025-10,tamil nadu,tiruvannamalai,1615,6357,7972
2025-10,tamil nadu,vellore,1792,8920,10712
2025-10,tamil nadu,villupuram,1753,4095,5848
2025-10,tamil nadu,viluppuram,435,5742,6177
2025-10,tamil nadu,virudhunagar,1015,4850,5865
2025-10,telangana,adilabad,966,5494,6460
2025-10,telangana,bhadradri kothagudem,1348,4959,6307
2025-10,telangana,hanumakonda,398,2848,3246
2025-10,telangana,hyderabad,3069,16064,19133
2025-10,telangana,jagitial,339,2539,2878
2025-10,telangana,jangaon,14,186,200
2025-10,telangana,jangoan,298,2347,2645
2025-10,telangana,jayashankar bhupalpally,298,2480,2778
2025-10,telangana,jogulamba gadwal,902,3567,4469
2025-10,telangana,k.v. rangareddy,4812,21103,25915
2025-10,telangana,kamareddy,620,3639,4259
2025-10,telangana,karimnagar,1446,9680,11126
2025-10,telangana,khammam,1820,7705,9525
2025-10,telangana,komaram bheem,712,3911,4623
2025-10,telangana,mahabubabad,458,3490,3948
2025-10,telangana,mahabubnagar,3835,9631,13466
2025-10,telangana,mancherial,646,3893,4539
2025-10,telangana,medak,1604,7941,9545
2025-10,telangana,medchal-malkajgiri,1992,8377,10369
2025-10,telangana,medchal?malkajgiri,0,1,1
2025-10,telangana,medchal−malkajgiri,100,233,333
2025-10,telangana,mulugu,222,1479,1701
2025-10,telangana,nagarkurnool,496,2982,3478
2025-10,telangana,nalgonda,1853,10371,12224
2025-10,telangana,narayanpet,488,2644,3132
2025-10,telangana,nirmal,832,4829,5661
2025-10,telangana,nizamabad,1464,7191,8655
2025-10,telangana,peddapalli,186,1710,1896
2025-10,telangana,rajanna sircilla,276,1672,1948
2025-10,telangana,rangareddy,136,576,712
2025-10,telangana,sangareddy,839,3896,4735
2025-10,telangana,siddipet,820,6156,6976
2025-10,telangana,suryapet,872,7507,8379
2025-10,telangana,vikarabad,1450,9377,10827
2025-10,telangana,wanaparthy,793,3394,4187
2025-10,telangana,warangal,1098,3629,4727
2025-10,telangana,warangal (urban),1,29,30
2025-10,telangana,warangal rural,220,2554,2774
2025-10,telangana,warangal urban,186,1023,1209
2025-10,telangana,yadadri.,549,4319,4868
2025-10,tripura,dhalai,153,1445,1598
2025-10,tripura,dhalai *,0,48,48
2025-10,tripura,gomati,109,733,842
2025-10,tripura,khowai,39,298,337
2025-10,tripura,north tripura,79,1409,1488
2025-10,tripura,sepahijala,149,1497,1646
2025-10,tripura,south tripura,344,2764,3108
2025-10,tripura,unakoti,29,320,349
2025-10,tripura,west tripura,378,4884,5262
2025-10,uttar pradesh,agra,1901,15090,16991
2025-10,uttar pradesh,aligarh,1176,12723,13899
2025-10,uttar pradesh,allahabad,2038,17795,19833
2025-10,uttar pradesh,ambedkar nagar,846,7320,8166
2025-10,uttar pradesh,amethi,855,7462,8317
2025-10,uttar pradesh,amroha,596,7502,8098
2025-10,uttar pradesh,auraiya,601,4441,5042
2025-10,uttar pradesh,ayodhya,213,1190,1403
2025-10,uttar pradesh,azamgarh,2040,14384,16424
2025-10,uttar pradesh,baghpat,455,4731,5186
2025-10,uttar pradesh,baghpat *,0,2,2
2025-10,uttar pradesh,bagpat,0,2,2
2025-10,uttar pradesh,bahraich,1136,11756,12892
2025-10,uttar pradesh,ballia,1568,11043,12611
2025-10,uttar pradesh,balrampur,531,6328,6859
2025-10,uttar pradesh,banda,566,7034,7600
2025-10,uttar pradesh,bara banki,748,8314,9062
2025-10,uttar pradesh,barabanki,25,614,639
2025-10,uttar pradesh,bareilly,1693,16982,18675
2025-10,uttar pradesh,basti,1067,8068,9135
2025-10,uttar pradesh,bhadohi,133,604,737
2025-10,uttar pradesh,bijnor,1383,14991,16374
2025-10,uttar pradesh,budaun,1260,12409,13669
2025-10,uttar pradesh,bulandshahar,1,74,75
2025-10,uttar pradesh,bulandshahr,1287,11448,12735
2025-10,uttar pradesh,chandauli,1024,9664,10688
2025-10,uttar pradesh,chitrakoot,337,3846,4183
2025-10,uttar pradesh,deoria,1584,11212,12796
2025-10,uttar pradesh,etah,716,6458,7174
2025-10,uttar pradesh,etawah,457,4255,4712
2025-10,uttar pradesh,faizabad,821,6945,7766
2025-10,uttar pradesh,farrukhabad,645,6518,7163
2025-10,uttar pradesh,fatehpur,920,9003,9923
2025-10,uttar pradesh,firozabad,823,8675,9498
2025-10,uttar pradesh,gautam buddha nagar,738,6916,7654
2025-10,uttar pradesh,ghaziabad,932,11158,12090
2025-10,uttar pradesh,ghazipur,1533,11219,12752
2025-10,uttar pradesh,gonda,1373,10982,12355
2025-10,uttar pradesh,gorakhpur,1779,12967,14746
2025-10,uttar pradesh,hamirpur,285,3251,3536
2025-10,uttar pradesh,hapur,274,2715,2989
2025-10,uttar pradesh,hardoi,1153,12171,13324
2025-10,uttar pradesh,hathras,561,4579,5140
2025-10,uttar pradesh,jalaun,427,4698,5125
2025-10,uttar pradesh,jaunpur,2201,14899,17100
2025-10,uttar pradesh,jhansi,507,5480,5987
2025-10,uttar pradesh,jyotiba phule nagar,1,70,71
2025-10,uttar pradesh,kannauj,582,4835,5417
2025-10,uttar pradesh,kanpur dehat,659,5795,6454
2025-10,uttar pradesh,kanpur nagar,1126,11530,12656
2025-10,uttar pradesh,kasganj,335,3519,3854
2025-10,uttar pradesh,kaushambi,595,4750,5345
2025-10,uttar pradesh,kheri,986,13422,14408
2025-10,uttar pradesh,kushinagar,1679,13151,14830
2025-10,uttar pradesh,kushinagar *,0,22,22
2025-10,uttar pradesh,lalitpur,338,3028,3366
2025-10,uttar pradesh,lucknow,1088,12996,14084
2025-10,uttar pradesh,maharajganj,1223,8514,9737
2025-10,uttar pradesh,mahoba,259,3095,3354
2025-10,uttar pradesh,mahrajganj,0,6,6
2025-10,uttar pradesh,mainpuri,579,5399,5978
2025-10,uttar pradesh,mathura,954,7182,8136
2025-10,uttar pradesh,mau,1183,7742,8925
2025-10,uttar pradesh,meerut,967,11323,12290
2025-10,uttar pradesh,mirzapur,956,8384,9340
2025-10,uttar pradesh,moradabad,1006,10423,11429
2025-10,uttar pradesh,muzaffarnagar,1025,9369,10394
2025-10,uttar pradesh,pilibhit,767,7652,8419
2025-10,uttar pradesh,pratapgarh,1223,9128,10351
2025-10,uttar pradesh,prayagraj,284,1834,2118
2025-10,uttar pradesh,rae bareli,1087,9881,10968
2025-10,uttar pradesh,raebareli,0,3,3
2025-10,uttar pradesh,rampur,783,8106,8889
2025-10,uttar pradesh,saharanpur,942,11303,12245
2025-10,uttar pradesh,sambhal,754,8023,8777
2025-10,uttar pradesh,sant kabir nagar,695,5537,6232
2025-10,uttar pradesh,sant ravidas nagar,712,4602,5314
2025-10,uttar pradesh,sant ravidas nagar bhadohi,1,37,38
2025-10,uttar pradesh,shahjahanpur,1171,11380,12551
2025-10,uttar pradesh,shamli,506,4821,5327
2025-10,uttar pradesh,shrawasti,391,4949,5340
2025-10,uttar pradesh,siddharthnagar,920,8224,9144
2025-10,uttar pradesh,sitapur,1173,13192,14365
2025-10,uttar pradesh,sonbhadra,711,6138,6849
2025-10,uttar pradesh,sultanpur,1071,8202,9273
2025-10,uttar pradesh,unnao,898,9152,10050
2025-10,uttar pradesh,varanasi,1459,12824,14283
2025-10,uttarakhand,almora,145,1404,1549
2025-10,uttarakhand,bageshwar,93,457,550
2025-10,uttarakhand,chamoli,117,835,952
2025-10,uttarakhand,champawat,132,1072,1204
2025-10,uttarakhand,dehradun,527,5350,5877
2025-10,uttarakhand,garhwal,2,54,56
2025-10,uttarakhand,hardwar,5,195,200
2025-10,uttarakhand,haridwar,485,5579,6064
2025-10,uttarakhand,nainital,336,2851,3187
2025-10,uttarakhand,pauri garhwal,177,1752,1929
2025-10,uttarakhand,pithoragarh,148,1125,1273
2025-10,uttarakhand,rudraprayag,57,487,544
2025-10,uttarakhand,tehri garhwal,175,1817,1992
2025-10,uttarakhand,udham singh nagar,612,5793,6405
2025-10,uttarakhand,uttarkashi,154,763,917
2025-10,west bengal,alipurduar,161,1270,1431
2025-10,west bengal,bankura,1030,21657,22687
2025-10,west bengal,barddhaman,1441,20402,21843
2025-10,west bengal,bardhaman,33,3480,3513
2025-10,west bengal,birbhum,1283,18073,19356
2025-10,west bengal,cooch behar,1545,27858,29403
2025-10,west bengal,dakshin dinajpur,496,9179,9675
2025-10,west bengal,darjeeling,263,4945,5208
2025-10,west bengal,darjiling,7,953,960
2025-10,west bengal,east midnapore,89,4347,4436
2025-10,west bengal,east midnapur,0,3,3
2025-10,west bengal,haora,46,6766,6812
2025-10,west bengal,hawrah,0,3,3
2025-10,west bengal,hooghiy,0,11,11
2025-10,west bengal,hooghly,1141,20821,21962
2025-10,west bengal,howrah,767,13081,13848
2025-10,west bengal,hugli,1,154,155
2025-10,west bengal,jalpaiguri,917,31037,31954
2025-10,west bengal,jhargram,70,605,675
2025-10,west bengal,kalimpong,12,186,198
2025-10,west bengal,koch bihar,61,20268,20329
2025-10,west bengal,kolkata,441,10216,10657
2025-10,west bengal,malda,1613,20386,21999
2025-10,west bengal,maldah,70,3897,3967
2025-10,west bengal,medinipur,0,12,12
2025-10,west bengal,murshidabad,2610,29073,31683
2025-10,west bengal,nadia,1130,36408,37538
2025-10,west bengal,naihati anandabazar,0,2,2
2025-10,west bengal,north 24 parganas,1778,32108,33886
2025-10,west bengal,north dinajpur,12,839,851
2025-10,west bengal,north twenty four parganas,21,2425,2446
2025-10,west bengal,paschim bardhaman,127,1606,1733
2025-10,west bengal,paschim medinipur,1707,32354,34061
2025-10,west bengal,purba bardhaman,177,1790,1967
2025-10,west bengal,purba medinipur,1052,10735,11787
2025-10,west bengal,purulia,47,1063,1110
2025-10,west bengal,puruliya,1116,16590,17706
2025-10,west bengal,south 24 pargana,2,6,8
2025-10,west bengal,south 24 parganas,2792,40830,43622
2025-10,west bengal,south dinajpur,14,1144,1158
2025-10,west bengal,south dumdum(m),0,1,1
2025-10,west bengal,south twenty four parganas,120,8069,8189
2025-10,west bengal,uttar dinajpur,1538,33848,35386
2025-10,west bengal,west medinipur,0,2,2
2025-10,west bengal,west midnapore,54,5589,5643
2025-11,andaman and nicobar islands,andamans,0,212,212
2025-11,andaman and nicobar islands,nicobar,5,105,110
2025-11,andaman and nicobar islands,nicobars,0,4,4
2025-11,andaman and nicobar islands,north and middle andaman,21,294,315
2025-11,andaman and nicobar islands,south andaman,114,814,928
2025-11,andhra pradesh,adilabad,764,6371,7135
2025-11,andhra pradesh,alluri sitharama raju,307,1925,2232
2025-11,andhra pradesh,anakapalli,355,1788,2143
2025-11,andhra pradesh,anantapur,2975,11056,14031
2025-11,andhra pradesh,ananthapur,2695,3911,6606
2025-11,andhra pradesh,ananthapuramu,1642,4973,6615
2025-11,andhra pradesh,annamayya,619,3002,3621
2025-11,andhra pradesh,bapatla,378,1765,2143
2025-11,andhra pradesh,chittoor,6604,19402,26006
2025-11,andhra pradesh,cuddapah,3088,14164,17252
2025-11,andhra pradesh,dr. b. r. ambedkar konaseema,379,2301,2680
2025-11,andhra pradesh,east godavari,3953,20783,24736
2025-11,andhra pradesh,eluru,506,2896,3402
