year_month,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-10,west bengal,paschimmedinipur,3354,787,1,4142
2025-10,west bengal,purbabardhaman,567,64,4,635
2025-10,west bengal,purbamedinipur,2852,294,3,3149
2025-10,west bengal,purulia,108,56,0,164
2025-10,west bengal,puruliya,1963,690,0,2653
2025-10,west bengal,south24pargana,1,0,0,1
2025-10,west bengal,south24parganas,7488,2338,14,9840
2025-10,west bengal,southdinajpur,80,24,0,104
2025-10,west bengal,southtwentyfourparganas,913,325,1,1239
2025-10,west bengal,uttardinajpur,4513,1796,22,6331
2025-10,west bengal,westmedinipur,1,1,0,2
2025-10,west bengal,westmidnapore,391,125,0,516
2025-11,Unknown/Invalid,100000,0,0,11,11
2025-11,andaman and nicobar islands,andamans,13,0,0,13
2025-11,andaman and nicobar islands,nicobar,12,0,0,12
2025-11,andaman and nicobar islands,northandmiddleandaman,31,0,0,31
2025-11,andaman and nicobar islands,southandaman,53,3,0,56
2025-11,andhra pradesh,adilabad,286,63,0,349
2025-11,andhra pradesh,allurisitharamaraju,280,32,14,326
2025-11,andhra pradesh,anakapalli,169,4,4,177
2025-11,andhra pradesh,anantapur,1232,88,0,1320
2025-11,andhra pradesh,ananthapur,476,34,0,510
2025-11,andhra pradesh,ananthapuramu,829,41,3,873
2025-11,andhra pradesh,annamayya,250,11,30,291
2025-11,andhra pradesh,bapatla,133,13,6,152
2025-11,andhra pradesh,chittoor,2143,170,13,2326
2025-11,andhra pradesh,cuddapah,1604,115,1,1720
2025-11,andhra pradesh,dr.b.r.ambedkarkonaseema,179,7,4,190
2025-11,andhra pradesh,eastgodavari,2041,116,5,2162
2025-11,andhra pradesh,eluru,180,13,10,203
2025-11,andhra pradesh,guntur,2698,257,14,2969
2025-11,andhra pradesh,hyderabad,1083,284,0,1367
2025-11,andhra pradesh,k.v.rangareddy,13,3,0,16
2025-11,andhra pradesh,kakinada,246,19,11,276
2025-11,andhra pradesh,karimnagar,138,24,0,162
2025-11,andhra pradesh,khammam,227,72,0,299
2025-11,andhra pradesh,krishna,1741,128,18,1887
2025-11,andhra pradesh,kurnool,2965,194,6,3165
2025-11,andhra pradesh,mahabubnagar,231,106,0,337
2025-11,andhra pradesh,mahbubnagar,129,43,0,172
2025-11,andhra pradesh,medak,288,66,0,354
2025-11,andhra pradesh,n.t.r,218,31,18,267
2025-11,andhra pradesh,nalgonda,226,53,0,279
2025-11,andhra pradesh,nandyal,264,12,2,278
2025-11,andhra pradesh,nellore,1311,202,0,1513
2025-11,andhra pradesh,nizamabad,104,21,0,125
2025-11,andhra pradesh,palnadu,167,14,7,188
2025-11,andhra pradesh,parvathipurammanyam,106,9,0,115
2025-11,andhra pradesh,prakasam,1633,246,5,1884
2025-11,andhra pradesh,rangareddi,375,122,0,497
2025-11,andhra pradesh,srikakulam,1185,34,0,1219
2025-11,andhra pradesh,sripottisriramulunellore,195,187,103,485
2025-11,andhra pradesh,srisathyasai,239,13,3,255
2025-11,andhra pradesh,tirupati,223,209,76,508
2025-11,andhra pradesh,visakhapatnam,2065,124,14,2203
2025-11,andhra pradesh,vizianagaram,1012,33,1,1046
2025-11,andhra pradesh,warangal,193,58,0,251
2025-11,andhra pradesh,westgodavari,1579,89,7,1675
2025-11,andhra pradesh,y.s.r,228,13,10,251
2025-11,arunachal pradesh,anjaw,3,4,3,10
2025-11,arunachal pradesh,changlang,66,45,7,118
2025-11,arunachal pradesh,dibangvalley,1,0,0,1
2025-11,arunachal pradesh,eastkameng,14,16,14,44
2025-11,arunachal pradesh,eastsiang,23,29,2,54
2025-11,arunachal pradesh,kamle,0,5,2,7
2025-11,arunachal pradesh,kradaadi,3,9,4,16
2025-11,arunachal pradesh,kurungkumey,3,12,12,27
2025-11,arunachal pradesh,leparada,0,0,1,1
2025-11,arunachal pradesh,lohit,17,11,1,29
2025-11,arunachal pradesh,longding,17,63,4,84
2025-11,arunachal pradesh,lowerdibangvalley,7,14,2,23
2025-11,arunachal pradesh,lowersiang,4,7,3,14
2025-11,arunachal pradesh,lowersubansiri,18,10,0,28
2025-11,arunachal pradesh,namsai,22,3,0,25
2025-11,arunachal pradesh,pakkekessang,0,0,1,1
2025-11,arunachal pradesh,papumpare,49,63,5,117
2025-11,arunachal pradesh,shi-yomi,1,15,5,21
2025-11,arunachal pradesh,siang,2,6,4,12
2025-11,arunachal pradesh,tawang,16,13,5,34
2025-11,arunachal pradesh,tirap,20,14,1,35
2025-11,arunachal pradesh,uppersiang,3,5,1,9
2025-11,arunachal pradesh,uppersubansiri,11,11,11,33
2025-11,arunachal pradesh,westkameng,20,19,7,46
2025-11,arunachal pradesh,westsiang,21,21,2,44
2025-11,assam,bajali,3,3,2,8
2025-11,assam,baksa,322,138,25,485
2025-11,assam,barpeta,1286,394,158,1838
2025-11,assam,biswanath,203,100,33,336
2025-11,assam,bongaigaon,385,95,14,494
2025-11,assam,cachar,1167,540,177,1884
2025-11,assam,charaideo,144,80,1,225
2025-11,assam,chirang,223,135,2,360
2025-11,assam,darrang,762,325,575,1662
2025-11,assam,dhemaji,441,175,211,827
2025-11,assam,dhubri,1264,592,22,1878
2025-11,assam,dibrugarh,409,226,218,853
2025-11,assam,dimahasao,1,5,0,6
2025-11,assam,goalpara,794,244,48,1086
2025-11,assam,golaghat,434,347,212,993
2025-11,assam,hailakandi,665,219,45,929
2025-11,assam,hojai,524,221,0,745
2025-11,assam,jorhat,626,152,119,897
2025-11,assam,kamrup,1109,345,29,1483
2025-11,assam,kamrupmetro,573,399,503,1475
2025-11,assam,karbianglong,521,500,127,1148
2025-11,assam,karimganj,1476,728,15,2219
2025-11,assam,kokrajhar,339,187,97,623
2025-11,assam,lakhimpur,562,186,53,801
2025-11,assam,majuli,19,14,0,33
2025-11,assam,marigaon,673,279,82,1034
2025-11,assam,nagaon,1319,509,65,1893
2025-11,assam,nalbari,604,157,28,789
2025-11,assam,northcacharhills,85,58,21,164
2025-11,assam,sibsagar,419,126,108,653
2025-11,assam,sonitpur,1192,505,161,1858
2025-11,assam,southsalmaramankachar,216,76,14,306
2025-11,assam,sribhumi,43,14,10,67
2025-11,assam,tamulpurdistrict,4,13,0,17
2025-11,assam,tinsukia,603,382,57,1042
2025-11,assam,udalguri,546,185,25,756
2025-11,assam,westkarbianglong,30,44,57,131
2025-11,bihar,araria,1602,986,14,2602
2025-11,bihar,arwal,177,573,0,750
2025-11,bihar,aurangabad,816,2028,8,2852
2025-11,bihar,aurangabad(bh),12,20,0,32
2025-11,bihar,banka,1552,994,7,2553
2025-11,bihar,begusarai,1886,1100,9,2995
2025-11,bihar,bhabua,3,5,0,8
2025-11,bihar,bhagalpur,2131,1533,8,3672
2025-11,bihar,bhojpur,797,2561,38,3396
2025-11,bihar,buxar,595,1077,20,1692
2025-11,bihar,darbhanga,2436,1433,14,3883
2025-11,bihar,eastchamparan,1788,3445,147,5380
2025-11,bihar,gaya,1039,2688,25,3752
2025-11,bihar,gopalganj,794,1420,24,2238
2025-11,bihar,jamui,987,904,14,1905
2025-11,bihar,jehanabad,181,835,19,1035
2025-11,bihar,kaimur(bhabua),517,496,8,1021
2025-11,bihar,katihar,2413,892,32,3337
2025-11,bihar,khagaria,842,773,17,1632
2025-11,bihar,kishanganj,1436,348,11,1795
2025-11,bihar,lakhisarai,588,672,4,1264
2025-11,bihar,madhepura,1002,830,7,1839
2025-11,bihar,madhubani,2373,2207,77,4657
2025-11,bihar,monghyr,13,6,0,19
2025-11,bihar,munger,495,589,27,1111
2025-11,bihar,muzaffarpur,2197,2123,17,4337
2025-11,bihar,nalanda,695,1850,11,2556
2025-11,bihar,nawada,450,1815,27,2292
2025-11,bihar,pashchimchamparan,12,6,0,18
2025-11,bihar,patna,1161,2757,28,3946
2025-11,bihar,purbachamparan,16,16,0,32
2025-11,bihar,purnea,49,25,0,74
2025-11,bihar,purnia,1654,1061,20,2735
2025-11,bihar,rohtas,740,1273,13,2026
2025-11,bihar,saharsa,1219,1180,39,2438
2025-11,bihar,samastipur,2805,1917,31,4753
2025-11,bihar,samstipur,16,18,0,34
2025-11,bihar,saran,1598,3207,27,4832
2025-11,bihar,sheikhpura,291,391,9,691
2025-11,bihar,sheikpura,2,8,0,10
2025-11,bihar,sheohar,498,284,2,784
2025-11,bihar,sitamarhi,2063,1701,86,3850
2025-11,bihar,siwan,1492,2104,30,3626
2025-11,bihar,supaul,1387,1216,34,2637
2025-11,bihar,vaishali,1807,2246,6,4059
2025-11,bihar,westchamparan,1500,2831,143,4474
2025-11,chandigarh,chandigarh,672,36,17,725
2025-11,chandigarh,rupnagar,2,0,0,2
2025-11,chhattisgarh,balod,432,21,3,456
2025-11,chhattisgarh,balodabazar,1115,189,6,1310
2025-11,chhattisgarh,balrampur,787,269,2,1058
2025-11,chhattisgarh,bastar,1056,753,0,1809
2025-11,chhattisgarh,bemetara,792,112,5,909
2025-11,chhattisgarh,bijapur,476,208,184,868
2025-11,chhattisgarh,bilaspur,1625,316,5,1946
2025-11,chhattisgarh,dakshinbastardantewada,554,69,5,628
2025-11,chhattisgarh,dantewada,359,66,0,425
2025-11,chhattisgarh,dhamtari,554,33,0,587
2025-11,chhattisgarh,durg,843,115,7,965
2025-11,chhattisgarh,gariyaband,371,77,2,450
2025-11,chhattisgarh,gaurela-pendra-marwahi,28,3,2,33
2025-11,chhattisgarh,janjgir-champa,1105,140,0,1245
2025-11,chhattisgarh,janjgirchampa,4,2,0,6
2025-11,chhattisgarh,jashpur,456,374,2,832
2025-11,chhattisgarh,kabeerdham,211,36,3,250
2025-11,chhattisgarh,kanker,370,69,1,440
2025-11,chhattisgarh,kawardha,552,75,1,628
2025-11,chhattisgarh,khairagarhchhuikhadangandai,72,23,0,95
2025-11,chhattisgarh,kondagaon,468,304,7,779
2025-11,chhattisgarh,korba,692,111,4,807
2025-11,chhattisgarh,koriya,264,148,1,413
2025-11,chhattisgarh,mahasamund,779,154,14,947
2025-11,chhattisgarh,manendragarh–chirmiri–bharatpur,41,43,0,84
2025-11,chhattisgarh,mohalla-manpur-ambagarhchowki,8,3,0,11
2025-11,chhattisgarh,mohla-manpur-ambagarhchouki,59,22,0,81
2025-11,chhattisgarh,mungeli,738,107,1,846
2025-11,chhattisgarh,narayanpur,119,100,0,219
2025-11,chhattisgarh,raigarh,710,104,7,821
2025-11,chhattisgarh,raipur,1949,306,6,2261
2025-11,chhattisgarh,rajnandgaon,1281,141,22,1444
2025-11,chhattisgarh,sakti,110,17,0,127
2025-11,chhattisgarh,sarangarh-bilaigarh,41,9,0,50
2025-11,chhattisgarh,sukma,140,109,3,252
2025-11,chhattisgarh,surajpur,493,236,1,730
2025-11,chhattisgarh,surguja,658,223,11,892
2025-11,chhattisgarh,uttarbastarkanker,181,41,0,222
2025-11,dadra and nagar haveli and daman and diu,dadra&nagarhaveli,7,1,0,8
2025-11,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,169,14,1,184
2025-11,dadra and nagar haveli and daman and diu,daman,36,8,0,44
2025-11,dadra and nagar haveli and daman and diu,diu,22,6,0,28
2025-11,delhi,centraldelhi,446,134,40,620
2025-11,delhi,eastdelhi,1168,301,21,1490
2025-11,delhi,najafgarh,8,3,0,11
2025-11,delhi,newdelhi,36,13,3,52
2025-11,delhi,northdelhi,726,199,14,939
2025-11,delhi,northeast,344,108,0,452
2025-11,delhi,northeastdelhi,1168,397,9,1574
2025-11,delhi,northwestdelhi,2820,620,73,3513
2025-11,delhi,shahdara,84,36,4,124
2025-11,delhi,southdelhi,2345,557,90,2992
2025-11,delhi,southeastdelhi,18,1,3,22
2025-11,delhi,southwestdelhi,1363,329,62,1754
2025-11,delhi,westdelhi,1562,393,57,2012
2025-11,goa,bardez,1,0,0,1
2025-11,goa,northgoa,296,37,25,358
2025-11,goa,southgoa,256,31,20,307
2025-11,gujarat,ahmadabad,259,70,0,329
2025-11,gujarat,ahmedabad,3702,1499,168,5369
2025-11,gujarat,amreli,778,88,40,906
2025-11,gujarat,anand,1315,131,75,1521
2025-11,gujarat,arvalli,308,47,25,380
2025-11,gujarat,banaskantha,1852,693,139,2684
2025-11,gujarat,bharuch,894,117,21,1032
2025-11,gujarat,bhavnagar,1846,213,73,2132
2025-11,gujarat,botad,300,37,50,387
2025-11,gujarat,chhotaudepur,269,66,119,454
2025-11,gujarat,dahod,1297,762,63,2122
2025-11,gujarat,devbhumidwarka,274,42,22,338
2025-11,gujarat,dohad,382,219,0,601
2025-11,gujarat,gandhinagar,903,160,189,1252
2025-11,gujarat,girsomnath,582,104,19,705
2025-11,gujarat,jamnagar,973,117,78,1168
2025-11,gujarat,junagadh,1309,161,51,1521
2025-11,gujarat,kachchh,1572,380,176,2128
2025-11,gujarat,kheda,1758,219,103,2080
2025-11,gujarat,mahesana,1314,161,16,1491
2025-11,gujarat,mahisagar,405,51,12,468
2025-11,gujarat,morbi,499,88,37,624
2025-11,gujarat,narmada,296,23,14,333
2025-11,gujarat,navsari,733,33,8,774
2025-11,gujarat,panchmahals,1173,267,18,1458
2025-11,gujarat,patan,911,170,65,1146
2025-11,gujarat,porbandar,290,41,20,351
2025-11,gujarat,rajkot,2363,385,93,2841
2025-11,gujarat,sabarkantha,836,165,60,1061
2025-11,gujarat,surat,4025,1000,80,5105
2025-11,gujarat,surendranagar,1110,297,62,1469
2025-11,gujarat,tapi,421,38,97,556
2025-11,gujarat,thedangs,207,21,0,228
2025-11,gujarat,vadodara,2560,512,111,3183
2025-11,gujarat,valsad,1324,279,34,1637
2025-11,haryana,ambala,974,30,7,1011
2025-11,haryana,bhiwani,963,34,7,1004
2025-11,haryana,charkhidadri,300,6,0,306
2025-11,haryana,faridabad,1839,471,70,2380
2025-11,haryana,fatehabad,768,24,2,794
2025-11,haryana,gurgaon,1387,297,43,1727
2025-11,haryana,hisar,1324,88,5,1417
2025-11,haryana,jhajjar,665,27,5,697
2025-11,haryana,jind,978,32,0,1010
2025-11,haryana,kaithal,760,17,1,778
2025-11,haryana,karnal,943,45,4,992
2025-11,haryana,kurukshetra,704,22,0,726
2025-11,haryana,mahendragarh,710,38,22,770
2025-11,haryana,mewat,1739,116,3,1858
2025-11,haryana,palwal,1490,86,1,1577
2025-11,haryana,panchkula,434,31,2,467
2025-11,haryana,panipat,990,98,10,1098
2025-11,haryana,rewari,753,45,2,800
2025-11,haryana,rohtak,810,39,7,856
2025-11,haryana,sirsa,974,53,2,1029
2025-11,haryana,sonipat,1241,74,3,1318
2025-11,haryana,yamunanagar,1048,34,5,1087
2025-11,himachal pradesh,bilaspur,305,4,0,309
2025-11,himachal pradesh,chamba,579,18,3,600
2025-11,himachal pradesh,hamirpur,389,5,0,394
2025-11,himachal pradesh,kangra,1165,20,8,1193
2025-11,himachal pradesh,kinnaur,42,4,4,50
2025-11,himachal pradesh,kullu,392,39,35,466
2025-11,himachal pradesh,lahul&spiti,15,0,0,15
2025-11,himachal pradesh,lahulandspiti,10,0,0,10
2025-11,himachal pradesh,mandi,745,10,5,760
2025-11,himachal pradesh,shimla,495,36,7,538
2025-11,himachal pradesh,sirmaur,498,11,2,511
2025-11,himachal pradesh,solan,372,12,1,385
2025-11,himachal pradesh,una,345,4,0,349
2025-11,jammu and kashmir,anantnag,836,102,25,963
2025-11,jammu and kashmir,badgam,425,43,0,468
2025-11,jammu and kashmir,bandipore,329,75,31,435
2025-11,jammu and kashmir,baramula,759,149,42,950
2025-11,jammu and kashmir,budgam,211,17,9,237
2025-11,jammu and kashmir,doda,860,272,10,1142
2025-11,jammu and kashmir,ganderbal,216,17,8,241
2025-11,jammu and kashmir,jammu,884,212,5,1101
2025-11,jammu and kashmir,kargil,100,37,0,137
2025-11,jammu and kashmir,kathua,923,97,4,1024
2025-11,jammu and kashmir,kishtwar,337,68,4,409
2025-11,jammu and kashmir,kulgam,283,76,9,368
2025-11,jammu and kashmir,kupwara,680,113,35,828
2025-11,jammu and kashmir,leh,53,6,0,59
2025-11,jammu and kashmir,pulwama,451,32,2,485
2025-11,jammu and kashmir,punch,537,171,6,714
2025-11,jammu and kashmir,rajauri,0,1,0,1
2025-11,jammu and kashmir,rajouri,728,221,7,956
2025-11,jammu and kashmir,ramban,329,212,5,546
2025-11,jammu and kashmir,reasi,348,249,2,599
2025-11,jammu and kashmir,samba,143,12,7,162
2025-11,jammu and kashmir,shupiyan,108,45,0,153
2025-11,jammu and kashmir,srinagar,686,80,87,853
2025-11,jammu and kashmir,udhampur,827,127,3,957
2025-11,jharkhand,bokaro,1101,661,4,1766
2025-11,jharkhand,bokaro*,1,0,0,1
2025-11,jharkhand,chatra,902,851,4,1757
2025-11,jharkhand,deoghar,1384,1069,11,2464
2025-11,jharkhand,dhanbad,1928,1040,23,2991
2025-11,jharkhand,dumka,817,850,16,1683
2025-11,jharkhand,eastsinghbhum,1598,540,36,2174
2025-11,jharkhand,garhwa,1453,471,7,1931
2025-11,jharkhand,garhwa*,99,17,0,116
2025-11,jharkhand,giridih,2101,1839,19,3959
2025-11,jharkhand,godda,1067,652,1,1720
2025-11,jharkhand,gumla,881,518,15,1414
2025-11,jharkhand,hazaribag,107,73,0,180
2025-11,jharkhand,hazaribagh,1239,559,15,1813
2025-11,jharkhand,jamtara,849,379,6,1234
2025-11,jharkhand,khunti,351,249,4,604
2025-11,jharkhand,kodarma,57,40,0,97
2025-11,jharkhand,koderma,575,303,3,881
2025-11,jharkhand,latehar,507,305,4,816
2025-11,jharkhand,lohardaga,421,153,11,585
2025-11,jharkhand,pakaur,50,19,0,69
2025-11,jharkhand,pakur,469,106,1,576
2025-11,jharkhand,palamau,96,21,0,117
2025-11,jharkhand,palamu,2473,764,27,3264
2025-11,jharkhand,pashchimisinghbhum,124,70,0,194
2025-11,jharkhand,purbisinghbhum,228,47,0,275
2025-11,jharkhand,ramgarh,632,296,6,934
2025-11,jharkhand,ranchi,3402,1083,7,4492
2025-11,jharkhand,sahebganj,1386,1075,2,2463
2025-11,jharkhand,sahibganj,65,67,0,132
2025-11,jharkhand,seraikela-kharsawan,929,395,4,1328
2025-11,jharkhand,simdega,353,148,13,514
2025-11,jharkhand,westsinghbhum,1189,691,8,1888
2025-11,karnataka,bagalkot,1289,192,30,1511
2025-11,karnataka,bagalkot*,53,7,0,60
2025-11,karnataka,ballari,618,53,24,695
2025-11,karnataka,bangalore,1649,346,0,1995
2025-11,karnataka,bangalorerural,524,61,37,622
2025-11,karnataka,belagavi,1806,125,58,1989
2025-11,karnataka,belgaum,1463,201,0,1664
2025-11,karnataka,bellary,750,109,1,860
2025-11,karnataka,bengaluru,3349,1292,706,5347
2025-11,karnataka,bengalurusouth,6,96,2,104
2025-11,karnataka,bidar,1045,220,36,1301
2025-11,karnataka,bijapur,669,175,1,845
2025-11,karnataka,bijapur(kar),2,0,0,2
2025-11,karnataka,chamarajanagar,77,1,0,78
2025-11,karnataka,chamarajanagar*,4,0,0,4
2025-11,karnataka,chamrajanagar,620,59,9,688
2025-11,karnataka,chamrajnagar,102,5,0,107
2025-11,karnataka,chickmagalur,319,30,0,349
2025-11,karnataka,chikkaballapur,707,78,0,785
2025-11,karnataka,chikkamagaluru,302,29,10,341
2025-11,karnataka,chikmagalur,40,3,0,43
2025-11,karnataka,chitradurga,872,72,17,961
2025-11,karnataka,dakshinakannada,1659,176,30,1865
2025-11,karnataka,davanagere,114,12,0,126
2025-11,karnataka,davangere,849,84,26,959
2025-11,karnataka,dharwad,1341,94,9,1444
2025-11,karnataka,gadag,1059,104,0,1163
2025-11,karnataka,gadag*,39,1,0,40
2025-11,karnataka,gulbarga,960,208,1,1169
2025-11,karnataka,hasan,261,15,0,276
2025-11,karnataka,hassan,625,53,16,694
2025-11,karnataka,haveri,1015,58,17,1090
2025-11,karnataka,haveri*,27,4,0,31
2025-11,karnataka,kalaburagi,976,164,53,1193
2025-11,karnataka,kodagu,300,18,20,338
2025-11,karnataka,kolar,1305,94,15,1414
2025-11,karnataka,koppal,1447,140,15,1602
2025-11,karnataka,mandya,1000,42,13,1055
2025-11,karnataka,mysore,760,57,0,817
2025-11,karnataka,mysuru,709,75,60,844
2025-11,karnataka,raichur,1918,487,27,2432
2025-11,karnataka,ramanagar,668,46,7,721
2025-11,karnataka,shimoga,560,43,0,603
2025-11,karnataka,shivamogga,462,43,23,528
2025-11,karnataka,tumakuru,633,47,3,683
2025-11,karnataka,tumkur,667,50,0,717
2025-11,karnataka,udupi,611,60,15,686
2025-11,karnataka,udupi*,2,0,0,2
2025-11,karnataka,uttarakannada,1018,75,19,1112
2025-11,karnataka,vijayanagara,434,51,12,497
2025-11,karnataka,vijayapura,999,148,19,1166
2025-11,karnataka,yadgir,1238,332,72,1642
2025-11,kerala,alappuzha,753,253,57,1063
2025-11,kerala,ernakulam,1244,467,153,1864
2025-11,kerala,idukki,423,64,15,502
2025-11,kerala,kannur,1334,528,76,1938
2025-11,kerala,kasaragod,849,240,23,1112
2025-11,kerala,kasargod,62,20,0,82
2025-11,kerala,kollam,1151,287,93,1531
2025-11,kerala,kottayam,642,232,35,909
2025-11,kerala,kozhikode,1473,582,118,2173
2025-11,kerala,malappuram,3086,1169,101,4356
2025-11,kerala,palakkad,1526,373,82,1981
2025-11,kerala,pathanamthitta,352,126,21,499
2025-11,kerala,thiruvananthapuram,1433,349,259,2041
2025-11,kerala,thrissur,1644,383,380,2407
2025-11,kerala,wayanad,512,67,9,588
2025-11,ladakh,kargil,100,28,3,131
2025-11,ladakh,leh,35,4,3,42
2025-11,lakshadweep,lakshadweep,59,4,1,64
2025-11,madhya pradesh,agarmalwa,868,86,1,955
2025-11,madhya pradesh,alirajpur,621,421,24,1066
2025-11,madhya pradesh,anuppur,1016,84,7,1107
2025-11,madhya pradesh,ashoknagar,754,209,55,1018
2025-11,madhya pradesh,balaghat,1742,126,7,1875
2025-11,madhya pradesh,barwani,1264,437,83,1784
2025-11,madhya pradesh,betul,1753,270,30,2053
2025-11,madhya pradesh,bhind,1367,596,76,2039
2025-11,madhya pradesh,bhopal,2570,308,46,2924
2025-11,madhya pradesh,burhanpur,615,138,17,770
2025-11,madhya pradesh,chhatarpur,2385,741,33,3159
2025-11,madhya pradesh,chhindwara,2365,132,7,2504
2025-11,madhya pradesh,damoh,1381,225,32,1638
2025-11,madhya pradesh,datia,912,306,3,1221
2025-11,madhya pradesh,dewas,2576,319,20,2915
2025-11,madhya pradesh,dhar,1952,532,70,2554
2025-11,madhya pradesh,dindori,424,51,1,476
2025-11,madhya pradesh,eastnimar,563,237,1,801
2025-11,madhya pradesh,guna,1410,313,0,1723
2025-11,madhya pradesh,gwalior,2245,599,260,3104
2025-11,madhya pradesh,harda,412,76,12,500
2025-11,madhya pradesh,harda*,132,11,0,143
2025-11,madhya pradesh,hoshangabad,1171,149,0,1320
2025-11,madhya pradesh,indore,3386,818,97,4301
2025-11,madhya pradesh,jabalpur,2787,368,28,3183
2025-11,madhya pradesh,jhabua,1215,892,30,2137
2025-11,madhya pradesh,katni,1915,455,11,2381
2025-11,madhya pradesh,khandwa,638,170,23,831
2025-11,madhya pradesh,khargone,1443,429,27,1899
2025-11,madhya pradesh,maihar,90,2,7,99
2025-11,madhya pradesh,mandla,1310,62,2,1374
2025-11,madhya pradesh,mandsaur,3253,225,9,3487
2025-11,madhya pradesh,mauganj,73,11,0,84
2025-11,madhya pradesh,morena,2342,913,70,3325
2025-11,madhya pradesh,narmadapuram,136,31,20,187
2025-11,madhya pradesh,narsimhapur,271,57,0,328
2025-11,madhya pradesh,narsinghpur,924,208,23,1155
2025-11,madhya pradesh,neemuch,1697,170,13,1880
2025-11,madhya pradesh,niwari,47,8,1,56
2025-11,madhya pradesh,pandhurna,20,0,4,24
2025-11,madhya pradesh,panna,1432,493,16,1941
2025-11,madhya pradesh,raisen,1194,171,40,1405
2025-11,madhya pradesh,rajgarh,1493,345,5,1843
2025-11,madhya pradesh,ratlam,2668,457,45,3170
2025-11,madhya pradesh,rewa,2416,341,10,2767
